Number,English,IPA_Eng,Telugu,IPA_Telugu,Roman,PartOfSpeech,Category,English_Example,Telugu_Example
614,belly,/ˈbɛli/,ఉడికే భాగం,/uḍikē bhāgaṁ/,udike bhagam,Noun,Body,His belly was full after eating.,అతని ఉడికే భాగం భోజనం తర్వాత నిండింది.
615,bellyache,/ˈbɛliˌeɪk/,ఉడికే నొప్పి,/uḍikē noppi/,udike noppi,Noun,Health,She complained of a bellyache.,ఆమె ఉడికే నొప్పితో ఫిర్యాదు చేసింది.
616,bellyband,/ˈbɛlibænd/,వంచి పట్టీ,/vañci paṭṭī/,vanchi patti,Noun,Clothing,The bellyband supported the waist.,బెల్లిబ్యాండ్ నడుమును మద్దతుగా ఉంచింది.
617,belong,/bɪˈlɒŋ/,చేర్చబడు,/cērcabaḍu/,cherchabadu,Verb,Relation,The book belongs to him.,పుస్తకం అతనికి చెందింది.
618,belonging,/bɪˈlɒŋɪŋ/,సంపత్తులు,/sampaṯṯulu/,sampathulu,Noun,Property,He kept his belongings in a bag.,అతను తన వస్తు సామగ్రిని సంచి లో ఉంచుకున్నాడు.
619,belongings,/bɪˈlɒŋɪŋz/,వ్యక్తిగత వస్తువులు,/vyaktigata vastuvulu/,vyaktigata vastuvulu,Noun,Property,She packed her belongings for the trip.,ఆమె పర్యటనకి తన వస్తువులు ప్యాక్ చేసుకుంది.
620,beloved,/bɪˈlʌvd/,ప్రియమైన,/priyamaina/,priyamaina,Adjective,Emotion,He spoke about his beloved.,అతను తన ప్రియమైన గురించి మాట్లాడాడు.
621,below,/bɪˈləʊ/,క్రింద,/kri.n.da/,krinda,Preposition,Place,Books are below the table.,క్రింద పుస్తకాలు ఉన్నాయి.
622,belt,/bɛlt/,బడుగు,/baḍugu/,badugu,Noun,Clothing,He wore a leather belt.,అతను చేయి బండను వేసుకున్నాడు.
623,belted,/ˈbɛltɪd/,బడుగు తో కూడిన,/baḍugu tō kūḍina/,badugu to kudina,Adjective,Clothing,The belted coat was warm.,బడుగు కుట్టిన జాకెట్ వేడిగా ఉంది.
624,beltway,/ˈbɛltˌweɪ/,బందర మార్గం,/bandara mārgaṁ/,bandara margam,Noun,Transport,The beltway connects the cities.,బెల్ట్ వే నగరాలను కలుపుతుంది.
625,bemire,/bɪˈmaɪər/,మట్టి లో ఎక్కు,/maṭṭi lō ekku/,matti lo ekku,Verb,Action,The car was bemired after rain.,వర్షం తర్వాత కారు మట్టిలో చిక్కింది.
626,bemoan,/bɪˈmoʊn/,దుఖపడు,/dukhapaḍu/,dukhapadu,Verb,Emotion,She bemoaned her lost chance.,ఆమె తన కోల్పోయిన అవకాశాన్ని దుఃఖించింది.
627,bemuse,/bɪˈmjuːz/,అబ్బురపరచు,/abburaparacu/,abburaparachu,Verb,Emotion,The magician bemused the audience.,మాయాజాలికుడు ప్రేక్షకులను అబ్బురపరచాడు.
628,bemusement,/bɪˈmjuːzmənt/,అబ్బురం,/abburaṁ/,abburam,Noun,Emotion,His bemusement was evident.,అతని అబ్బురం స్పష్టంగా కనిపించింది.
629,bench,/bɛntʃ/,బించి,/bin̄ci/,binchi,Noun,Furniture,He sat on the bench in the park.,అతను ఉద్యానవనంలో బెంచి పై కూర్చున్నాడు.
630,benchmark,/ˈbɛnʧmɑːrk/,మూల్యాంకనం,/mūlyānkaṁ/,mulyankam,Noun,Evaluation,The project set a new benchmark.,ప్రాజెక్ట్ కొత్త మাপকట్టు సెట్ చేసింది.
631,bend,/bɛnd/,వంగు,/vaṅgu/,vangu,Verb,Action,The road bends to the left.,రహదారి ఎడమకు వంగుతోంది.
632,bended,/ˈbɛndɪd/,వంచిన,/vaṅcina/,vanchina,Adjective,Description,The bended wire was sharp.,వంచిన కాంతి ఊరు.
633,bender,/ˈbɛndər/,వంగుతున్న/మురికి వేశ్య/,vaṅgutunna/muriki vėśya/,vangutunna/muriki vesya,Noun,Person,He is on a drinking bender.,అతను మద్యం తాగుతున్నాడు.
634,beneath,/bɪˈniːθ/,కిందటి,/kindaṭi/,kindi,Noun,Location,Beneath the surface  there is life.,నిర్వాహక కింద జీవితం ఉంది.
635,benediction,/ˌbɛnɪˈdɪkʃən/,ఆశీర్వాదం,/āśīrvādaṁ/,ashirvadam,Noun,Religious,The priest gave a benediction.,పూజారి ఆశీర్వాదం ఇచ్చాడు.
636,benefaction,/ˌbɛnɪˈfækʃən/,ఉపకారం,/upakāraṁ/,upakaram,Noun,Charity,He was known for his benefactions.,అతను తన ఉపకారంతో ప్రసిద్ధుడు.
637,benefactor,/ˌbɛnɪˈfæktər/,దాత,/dāta/,daata,Noun,Person,The benefactor donated generously.,దాత గొప్పుగా దానం చేసాడు.
638,benefactress,/ˌbɛnɪˈfæktrəs/,స్త్రీ దాత,/strī dāta/,stri daata,Noun,Person,She was a famous benefactress.,ఆమె ప్రసిద్ధ దాత.
639,benefice,/ˈbɛnɪfɪs/,ప్లాస్టర్,/plaastar/,place,Noun,Religious,He held a church benefice.,అతనికి ప్లాస్టర్ ఉంది.
640,beneficed,/ˌbɛnɪˈfɪst/,ఉపకృతమైన,/upakṛtaṁaina/,upakritamaina,Adjective,Religious,He was a beneficed clergyman.,అతను ప్లాస్టర్ వద్ద ఉన్న పూజారి.
641,beneficence,/bɪˈnɛfɪsəns/,దానం,/dānaṁ/,danam,Noun,Charity,Her beneficence helped many.,ఆమె దానం అనేక మందికి సహాయం చేసింది.
642,beneficent,/bɪˈnɛfɪsənt/,గుణవంతుడు,/guṇavantuḍu/,gunavantudu,Adjective,Character,He was a beneficent ruler.,అతను సేవాభావంతో ఉన్న పాలకుడు.
643,beneficial,/ˌbɛnɪˈfɪʃəl/,లాభదాయకమైన,/lābhadāyakaṁaina/,labhadayakamaina,Adjective,Description,Exercise is beneficial for health.,వ్యాయామం ఆరోగ్యానికి లాభదాయకం.
644,beneficiary,/ˌbɛnɪˈfɪʃɪəri/,ప్రయోజకుడు,/prayōjakuḍu/,prayojakudu,Noun,Person,He is the beneficiary of the trust.,అతను ట్రస్ట్ ప్రయోజకుడు.
645,benefit,/ˈbɛnɪfɪt/,ప్రయోజనం,/prayōjanaṁ/,prayojanam,Noun,Advantage,The new policy has many benefits.,కొత్త విధానం అనేక ప్రయోజనాలు కలిగి ఉంది.
646,benevolence,/bəˈnɛvələns/,దయ,/daya/,daya,Noun,Charity,Her benevolence was appreciated.,ఆమె దయకు ప్రశంసలు లభించాయి.
647,benevolent,/bəˈnɛvələnt/,కరుణామయుడు,/karuṇāmayuḍu/,karunamayudu,Adjective,Character,He was a benevolent king.,అతను కరుణామయమైన రాజు.
648,benighted,/bɪˈnaɪtɪd/,అసమర్థమైన,/asamarthamaina/,asamarthamaina,Adjective,Condition,The benighted villagers lacked education.,అసమర్థమైన గ్రామస్తులు విద్యలేమి.
649,benign,/bɪˈnaɪn/,మృదువైన,/mr̥duvaina/,mriduvaina,Adjective,Character,The tumor was benign.,ట్యూమర్ మృదువైనది.
650,benignancy,/bɪˈnɪɡnənsi/,మృదుత్వం,/mr̥dutvaṁ/,mridutvam,Noun,Description,His benignancy made him loved.,అతని మృదుత్వం అతనిని ప్రీతిపొందించింది.
651,benignant,/bɪˈnɪɡnənt/,కరుణామయమైన,/karuṇāmayamaina/,karunamayamaina,Adjective,Character,A benignant spirit protects.,అకరుణామయమైన ఆత్మ రక్షిస్తుంది.
652,benignity,/bɪˈnɪɡnɪti/,శాంతత,/śāntata/,shantata,Noun,Character,Her benignity calmed the crowd.,ఆమె శాంతత జన సమూహాన్ని శాంతపరిచింది.
653,benison,/ˈbɛnɪsən/,శుభాకాంక్షలు,/śubhākāṅkṣalu/,shubhakanthalu,Noun,Religious,A benison for the new year.,కొత్త సంవత్సరానికి శుభాకాంక్షలు.
654,bent,/bɛnt/,వంగిన,/vaṅgina/,vangina,Adjective,Description,The bent tree survived the storm.,వంగిన చెట్టు తుపాను తట్టుకుంది.
655,bentwood,/ˈbɛntwʊd/,వంగిన విభాగం,/vaṅgina vibhāgaṁ/,vangina vibhagam,Noun,Material,Bentwood furniture is popular.,వంగిన వుడ్ ఫర్నిచర్ ప్రసిద్ధి.
656,benumb,/bɪˈnʌm/,నిస్స్ఫూర్తిగా చేయు,/nissphūrtiga cēyu/,nissphurtiga cheyu,Verb,Action,Cold benumbed his fingers.,చలికాలం అతని వేలకు నిస్స్ఫూర్తి చేశాయి.
657,benzene,/ˈbɛnziːn/,బెన్జీన్,/benjīn/,benjin,Noun,Chemistry,Benzene is a volatile compound.,బెన్జీన్ ఒక ఆవిరి పదార్థం.
658,benzine,/ˈbɛnziːn/,బెన్జీన్,/benjīn/,benjin,Noun,Chemistry,Benzine is used as a solvent.,బెన్జీన్ శోషకంగా ఉపయోగించబడుతుంది.
659,bequeath,/bɪˈkwiːð/,విరులు చేయు,/virulu cēyu/,virulu cheyu,Verb,Action,He bequeathed his estate to his son.,అతను తన ఆస్తిని కొడుక్కి విడిచిపెట్టాడు.
660,bequest,/bɪˈkwɛst/,విరుపతి,/virupati/,virupati,Noun,Law,The bequest was declared valid.,విరుపతి చట్టబద్ధమయింది.
661,berate,/bɪˈreɪt/,తీవ్రమైన విమర్శ,/tīvramaina vimarśa/,teevramaina vimarsha,Verb,Action,He berated the team for their mistakes.,అతను తన తప్పులకై జట్టును తీవ్రంగా విమర్శించాడు.
662,berberine,/ˈbɜːrbəriːn/,బెర్బెరీన్,/berberin/,berberin,Noun,Chemistry,Berberine is used in herbal medicine.,బెర్బెరీన్ ఔషధాలలో ఉపయోగిస్తారు.
663,berceuse,/bərˈsɜːz/,లలితం,/lalitam/,lalitam,Noun,Music,She composed a beautiful berceuse.,ఆమె అందమైన లలితం రచించింది.
664,bereave,/bɪˈriːv/,విసర్జించు,/visarjincu/,visarjincu,Verb,Action,She was bereaved of her husband.,ఆమె భర్తను కోల్పోయింది.
665,bereaved,/bɪˈriːvd/,దుఃఖితుడు,/duḥkhituḍu/,dukhitudu,Adjective,Emotion,The bereaved family received support.,దుఃఖింపబడిన కుటుంబాన్ని సహాయం అందించింది.
666,bereavement,/bɪˈriːvmənt/,దుఃఖకల్పక కాలం,/duḥkhakalpaka kālaṁ/,dukhakalpaka kaalam,Noun,Emotion,The bereavement period was difficult.,దుఃఖకాలం చాలా కష్టంగా ఉంది.
667,bereft,/bəˈrɛft/,నిలిచిపోయిన,/nilicipoyina/,nilichipoyina,Adjective,Condition,She was bereft of hope.,ఆమె ఆశలను కోల్పోబడింది.
668,beret,/bəˈreɪ/,బేరెట్,/beret/,beret,Noun,Clothing,He wore a stylish beret.,అతను స్టైలిష్ బేరెట్ వేసుకున్నాడు.
669,berg,/bɜːɡ/,ఐస్ పర్వతం,/ais parvataṁ/,ice parvatam,Noun,Geography,The ship passed the towering berg.,నౌక ఐస్ పర్వతాన్ని దాటింది.
670,bergamot,/ˈbɜːɡəmɒt/,బర్గమాట్,/bergamot/,bergamot,Noun,Plant,Bergamot adds flavor to tea.,బర్గమాట్ టీకు రుచిచల్లుతుంది.
671,beriberi,/ˌbɛrɪˈbɛri/,బెరిబెరి,/beriberi/,beriberi,Noun,Disease,Beriberi causes weakness.,బెరిబెరి శక్తి కోల్పోవడానికి కారణం.
673,berith,/ˈbɛrɪθ/,సంతకం,/santakaṁ/,santakam,Noun,Legal,The contract requires a berith.,కాంట్రాక్టుకు సంతకం అవసరం.
674,berkeley,/ˈbɜːrkli/,బర్క్లీ,/berkli/,berkley,Noun,Place,Berkeley is a city in California.,బర్క్లీ కాలిఫోర్నియాలో నగరం.
675,berlin,/bəˈrlɪn/,బెర్లిన్,/berlin/,berlin,Noun,Place,Berlin is the capital of Germany.,బెర్లిన్ జర్మనీ రాజధాని.
676,berm,/bɜːrm/,వాళ్ళు,/vaallu/,vaallu,Noun,Geography,The berm protected the beach.,వాళ్ళు బీచ్‌ను రక్షించాడు.
677,berme,/bɜːrm/,వెంట,/venta/,venta,Noun,Geography,The castle had a high berme.,ఆ కోటలో ఎత్తైన బెర్మే ఉంది.
678,bermuda,/bɜːrˈmjuːdə/,బెర్మూడా,/bermuda/,bermuda,Noun,Place,Bermuda is a group of islands.,బెర్మూడా ఒక ద్వీప సమూహం.
679,berry,/ˈbɛri/,పండు,/paṇḍu/,pandu,Noun,Food,She picked fresh berries.,ఆమె తాజా పండ్లు తీసుకుంది.
