lesson,type,promptEN,promptTE,A,B,C,D,correct,feedbackEN,feedbackTE
14,mcq,He ____ (eat) dinner when I arrived.,నేను వచ్చినప్పుడు అతను రాత్రి భోజనం ____ (eat).,ate,eats,was eating,is eating,C,The action 'eating' was in progress when the interruption 'arrived' happened.,అంతరాయం 'arrived' జరిగినప్పుడు 'eating' చర్య కొనసాగుతోంది.
14,mcq,"He ____ (eat) dinner, and then he went to bed.","అతను రాత్రి భోజనం ____ (eat), ఆపై పడుకున్నాడు.",was eating,ate,eats,is eating,B,This is a sequence of completed actions. Use Simple Past ('ate').,ఇది పూర్తయిన చర్యల క్రమం. సింపుల్ పాస్ట్ ('ate') ఉపయోగించండి.
14,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,He was watch TV when I called.,He watched TV when I was calling.,He was watching TV when I called.,He watch TV when I called.,C,Ongoing action ('was watching') was interrupted by a short action ('called').,కొనసాగుతున్న చర్య ('was watching') ఒక చిన్న చర్య ('called') ద్వారా అంతరాయం కలిగింది.
14,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,They played while it was raining.,They were playing while it was raining.,They were playing while it rained.,They played while it rained.,B,Use Past Continuous for two ongoing actions happening at the same time.,ఒకే సమయంలో జరుగుతున్న రెండు కొనసాగుతున్న చర్యల కోసం పాస్ట్ కంటిన్యూయస్ ఉపయోగించండి.
14,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,I was reading when the light was going out.,I read when the light went out.,I was reading when the light went out.,I read when the light was going out.,C,The long action 'was reading' was interrupted by the short action 'went out'.,పొడవైన చర్య 'was reading' చిన్న చర్య 'went out' ద్వారా అంతరాయం కలిగింది.
14,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,You was sleeping.,You were sleeping.,You were sleep.,You was sleep.,B,The correct structure is Subject (You) + 'were' + V-ing (sleeping).,సరైన నిర్మాణం Subject (You) + 'were' + V-ing (sleeping).
14,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,She were studying.,She was study.,She was studying.,She were study.,C,The correct structure is Subject (She) + 'was' + V-ing (studying).,సరైన నిర్మాణం Subject (She) + 'was' + V-ing (studying).
14,mcq,He ____ (lie) on the sofa when she came in.,ఆమె లోపలికి వచ్చినప్పుడు అతను సోఫాపై ____ (lie).,lied,was lying,lying,lie,B,The V-ing form of 'lie' is 'lying'. The action was in progress.,lie' యొక్క V-ing ఫారం 'lying'. చర్య కొనసాగుతోంది.
14,mcq,I was ____ (run) when I fell.,నేను పడిపోయినప్పుడు ____ (run) పరుగెత్తుతున్నాను.,runing,ran,running,run,C,The V-ing form of 'run' is 'running'. The action was in progress.,run' యొక్క V-ing ఫారం 'running'. చర్య కొనసాగుతోంది.
14,mcq,They were ____ (swim) in the lake.,వారు సరస్సులో ____ (swim) ఈత కొడుతున్నారు.,swimming,swiming,swam,swim,A,The V-ing form of 'swim' is 'swimming'.,swim' యొక్క V-ing ఫారం 'swimming'.
14,mcq,What was he ____ (do) when you saw him?,మీరు అతన్ని చూసినప్పుడు అతను ఏమి ____ (do)?,do,did,done,doing,D,The structure is 'What' + 'was' + Subject + V-ing ('doing').,నిర్మాణం 'What' + 'was' + Subject + V-ing ('doing').
14,mcq,Why were they ____ (shout)?,వారు ఎందుకు ____ (shout) అరుస్తున్నారు?,shout,shouting,shouted,shouts,B,The structure is 'Why' + 'were' + Subject + V-ing ('shouting').,నిర్మాణం 'Why' + 'were' + Subject + V-ing ('shouting').
14,mcq,The sun ____ (shine) when I woke up.,నేను నిద్రలేచినప్పుడు సూర్యుడు ____ (shine).,shone,shines,was shining,is shining,C,The action 'shining' was already in progress when the action 'woke up' happened.,woke up' చర్య జరిగినప్పుడు 'shining' చర్య అప్పటికే కొనసాగుతోంది.
14,mcq,She ____ (not) paying attention.,ఆమె ____ (not) శ్రద్ధ చూపడం లేదు.,wasn't,weren't,isn't,aren't,A,The negative for 'She' is 'wasn't'.,She' కోసం నెగటివ్ 'wasn't'.
14,mcq,We ____ (not) ready for the exam.,మేము పరీక్షకు ____ (not) సిద్ధంగా లేము.,wasn't,weren't,aren't,don't,B,The negative for 'We' is 'weren't'.,We' కోసం నెగటివ్ 'weren't'.
14,mcq,____ it snowing when you left?,మీరు బయలుదేరినప్పుడు ____ మంచు కురుస్తోందా?,Was,Were,Did,Is,A,"The subject is 'it', so the question starts with 'Was'.","సబ్జెక్ట్ 'it', కాబట్టి ప్రశ్న 'Was'తో మొదలవుతుంది."
14,mcq,I ____ (drive) home when the accident happened.,ప్రమాదం జరిగినప్పుడు నేను ఇంటికి ____ (drive).,drove,drive,was driving,am driving,C,The action 'driving' was in progress and was interrupted by 'the accident happened'.,driving' చర్య కొనసాగుతోంది మరియు 'the accident happened' ద్వారా అంతరాయం కలిగింది.
15,mcq,"This time tomorrow, I ____ (travel) to Delhi.","రేపు ఈ సమయానికి, నేను ఢిల్లీకి ____ (travel).",will travel,will be travelling,travel,am travelling,B,Use Future Continuous ('will be travelling') for an action in progress at a specific future time.,భవిష్యత్తులో ఒక నిర్దిష్ట సమయంలో జరుగుతున్న చర్య కోసం ఫ్యూచర్ కంటిన్యూయస్ ('will be travelling') ఉపయోగించండి.
15,mcq,"At 10 PM tonight, she ____ (sleep).","ఈ రాత్రి 10 గంటలకు, ఆమె ____ (sleep).",will sleep,sleeps,is sleeping,will be sleeping,D,Use Future Continuous ('will be sleeping') for an action that will be in progress at 10 PM.,రాత్రి 10 గంటలకు జరుగుతున్న చర్య కోసం ఫ్యూచర్ కంటిన్యూయస్ ('will be sleeping') ఉపయోగించండి.
15,mcq,They ____ (play) cricket at 5 PM tomorrow.,వారు రేపు సాయంత్రం 5 గంటలకు క్రికెట్ ____ (play).,will play,will be playing,play,played,B,This describes an action that will be in progress at a specific point in the future.,ఇది భవిష్యత్తులో ఒక నిర్దిష్ట సమయంలో జరుగుతున్న చర్యను వివరిస్తుంది.
15,mcq,We ____ (have) dinner when you arrive.,మీరు వచ్చినప్పుడు మేము రాత్రి భోజనం ____ (have).,will have,will be having,have,had,B,Use Future Continuous ('will be having') for an ongoing action that will be interrupted by a future event ('when you arrive').,భవిష్యత్ సంఘటన ('when you arrive') ద్వారా అంతరాయం కలిగే కొనసాగుతున్న చర్య కోసం ఫ్యూచర్ కంటిన్యూయస్ ('will be having') ఉపయోగించండి.
15,mcq,He ____ (work) all day next Monday.,అతను వచ్చే సోమవారం రోజంతా ____ (work).,will work,works,will be working,worked,C,will be working' emphasizes the duration of the action ('all day') in the future.,will be working' భవిష్యత్తులో చర్య యొక్క వ్యవధిని ('all day') నొక్కి చెబుతుంది.
15,mcq,What ____ you ____ (do) at 9 PM tomorrow?,రేపు రాత్రి 9 గంటలకు మీరు ఏమి ____ (do)?,will / do,will / be doing,do / do,are / doing,B,The correct question structure is 'What' + 'will' + Subject + 'be' + V-ing.,సరైన ప్రశ్న నిర్మాణం 'What' + 'will' + Subject + 'be' + V-ing.
15,mcq,I ____ (not / work) at 8 AM tomorrow.,నేను రేపు ఉదయం 8 గంటలకు ____ (not / work).,will not work,will not be working,am not working,don't work,B,The negative is 'will not be' + V-ing.,నెగటివ్ 'will not be' + V-ing.
15,mcq,She ____ (not / study) when we go there.,మేము అక్కడికి వెళ్ళినప్పుడు ఆమె ____ (not / study).,won't study,won't be studying,doesn't study,isn't studying,B,The negative contraction is 'won't be' + V-ing.,నెగటివ్ సంకోచం 'won't be' + V-ing.
